productid,Rating,ReviewCount,category,brand,name,image_url,description,tags
229,2.0,29,home decor candles home fragrance wax warmers,better homes gardens,better homes gardens inspirations wall accent scented wax warmer,https://i5.walmartimages.com/asr/ac4a3b63-fe44-4a11-bdd0-744efdbdc6f3_1.f5f37942e5901800fd7149736644b82b.jpeg | https://i5.walmartimages.com/asr/23c8da5a-b0c2-4335-b0c1-c7735379d6b5_2.85cd6098aa47971d85fba067a90c283f.jpeg | https://i5.walmartimages.com/asr/04915dce-245e-42da-ad4a-dd8e8181c14a_1.9b3012949b543efc9c8ae3dc6270b735.jpeg | https://i5.walmartimages.com/asr/b06f5a16-ebff-4bf0-86ad-2fab098d9c95_1.d93b6fd573f4b365fc8c61153911b3fc.png | https://i5.walmartimages.com/asr/f6945ae6-a491-4967-86e8-70b9a17ef255_1.d7968640386fc3eb8b4adf3c300fb531.jpeg | https://i5.walmartimages.com/asr/846bc811-038e-4a39-b28e-3044528c42e4_1.b9531a6afcb719b3cb15f92b54f02a15.jpeg,green certified foam hand cleaner 2000ml refill 2 carton,"home decor candles home fragrance wax warmers, better homes gardens, better homes gardens inspirations wall accent scented wax warmer, , better homes gardens inspirations wall accent scented wax warmer wal mart"
230,4.4,12,home bedding blankets bed blankets,unique bargains,shaggy faux fur decorative queen size blank camel color,https://i5.walmartimages.com/asr/7f923f0f-8b4f-42a8-ab4b-ef9b0006c366_1.123e5074f5450d9ba3e5774f35bbd614.jpeg | https://i5.walmartimages.com/asr/3f9e3edf-d812-4d17-a60d-925b5e03e400_1.86c841723dc0df562c0c546764cb5537.jpeg | https://i5.walmartimages.com/asr/f465197a-99d8-488b-95c3-4dff7ab14914_1.09018896803d12af0d681eff95368199.jpeg | https://i5.walmartimages.com/asr/1a9f2197-3aed-410b-a16e-183ea6016d78_1.ddf874bd1ace0f21f7ddc69e45c518d5.jpeg | https://i5.walmartimages.com/asr/28eb5291-41f2-46be-a8b4-fecc71baade2_1.fc0ab1793b99bb69ffa2242ce60b7443.jpeg | https://i5.walmartimages.com/asr/6a3bbe72-883e-4147-a893-fcb44ba22490_1.c840c5a553ebfb354dec2ad14f709f9d.jpeg,,"home bedding blankets bed blankets, unique bargains, shaggy faux fur decorative queen size blank camel color, , shaggy faux fur decorative queen size blank camel color wal mart"
231,4.9,18,household essentials household essentials brand method method dish cleaners,method,method gel dish soap refill clementine 36 ounces,https://i5.walmartimages.com/asr/6b9d37a8-ac5f-416c-8a89-103db1ed0a62_1.a004c89bcc53ae76ad0fc5cebf7fc7e4.jpeg | https://i5.walmartimages.com/asr/e6ee732e-98e7-42eb-9f81-c8c3f4c5b6d4_1.73188401240c31918202b4c44d273577.jpeg | https://i5.walmartimages.com/asr/23e2097d-25e9-4a15-8a8d-51c41a3a09e0_2.855986ea9b77f40876b4934f39dfc02a.png | https://i5.walmartimages.com/asr/83864162-2cbd-4548-bb50-fc6f4cff9e45_1.2d83debe04e5035817c8736a0aa4e6aa.png | https://i5.walmartimages.com/asr/2666a723-ca51-4e36-a0e3-52593732bb98_1.194e21b46ff6b2767d612da60a0efbf5.png,plates pile s greater relief short having tackle knowing ample reserve dish soap plant based grease fighting power handy dandy refill ll replenish bottle 2x squirt directly dish sponge sink scrubbing required zesty kid sister orange sweet clementine feels s taken seriously think overrated forward decree known patron citrus good clean bright cheery hear hear contains 1 36 ounce gel dishwashing liquid refill pouch dish soap plant based grease cutting power parabens phthalates ultra grease fighting formula sparkling clean refill pouch saves plastic water energy cruelty free tested animals proudly business purpose,"household essentials household essentials brand method method dish cleaners, method, method gel dish soap refill clementine 36 ounces, plates pile s greater relief short having tackle knowing ample reserve dish soap plant based grease fighting power handy dandy refill ll replenish bottle 2x squirt directly dish sponge sink scrubbing required zesty kid sister orange sweet clementine feels s taken seriously think overrated forward decree known patron citrus good clean bright cheery hear hear contains 1 36 ounce gel dishwashing liquid refill pouch dish soap plant based grease cutting power parabens phthalates ultra grease fighting formula sparkling clean refill pouch saves plastic water energy cruelty free tested animals proudly business purpose, method gel dish soap refill clementine 36 ounces wal mart"
232,0.0,29,beauty travel size beauty travel size skincare travel size facial serums,eb5,eb5 advanced repair peptide face serum 1 fl oz,https://i5.walmartimages.com/asr/b69da2da-8b90-4d84-8b18-7d8906484e66_1.904191946b737d67c0b40aaa0865e416.png | https://i5.walmartimages.com/asr/dd301ff9-534c-4096-a133-a47b70a5d125_1.e93265ee0e358967bf1f7bc988f64b98.png | https://i5.walmartimages.com/asr/abea53e6-b284-48a8-92c2-b70ca12944fa_4.b8731c65598791c065b86cce770c63e6.jpeg,advance repair peptide face serum help replenish skins collagen serum formulated matrixyl synthe6 increases collagen hyaluronic acid peptides penetrate deeply form new collagen yield younger looking skin plumps skin reduces appearance fine lines wrinkles replenishes collagen loss use use day night moisturizer mixed moisturizer,"beauty travel size beauty travel size skincare travel size facial serums, eb5, eb5 advanced repair peptide face serum 1 fl oz, advance repair peptide face serum help replenish skins collagen serum formulated matrixyl synthe6 increases collagen hyaluronic acid peptides penetrate deeply form new collagen yield younger looking skin plumps skin reduces appearance fine lines wrinkles replenishes collagen loss use use day night moisturizer mixed moisturizer, eb5 advanced repair peptide face serum 1 fl oz wal mart"
233,1.2,201,seasonal stock essentials personal care stock stock oral care,colgate,colgate sensitive toothpaste whitening fresh mint gel formula 6 ounce pack 2,https://i5.walmartimages.com/asr/5e950ef0-ce10-49d2-84bc-a3ee3beeb019_1.a556d68f20d3f49ba9d01dccbf928f7d.jpeg | https://i5.walmartimages.com/asr/45515472-358e-4929-a0cc-165c2e207568_1.9521422cf61cf80db12a89f72b208dec.jpeg | https://i5.walmartimages.com/asr/fc48547d-2364-4d7d-bfe7-03e82d78df38_1.956c1b775cfa04cbac1b092aff6b7da4.jpeg | https://i5.walmartimages.com/asr/47a7f3db-9d66-4351-b766-8fa3e9442916_1.6fbdf933d6099e04607d38f66039d0df.jpeg | https://i5.walmartimages.com/asr/246dd60f-bc87-4134-91e3-acce78b00ff3_1.bf016db7635a7c9ca31f7e5f27876f5f.jpeg | https://i5.walmartimages.com/asr/5e3887a4-9695-4539-8930-4224fe3f6f39_1.e230c5a83a728156a61ef42a6dea8387.png | https://i5.walmartimages.com/asr/dcd4fd4d-5a48-42a8-8226-5842835d1d70_1.9b2040792823ff33bc9652ae3cd27e03.jpeg,colgate sensitive whitening toothpaste provides sensitivity protection twice daily brushing sensitive teeth toothpaste contains potassium nitrate clinically proven soothe nerves exposed dentin regular use provides long lasting sensitivity relief removes surface stains help teeth whiter brighter regular brushing non whitening toothpaste plus colgate sensitive whitening toothpaste helps repair weakened enamel protect teeth cavities provides freshness trust colgate colgate sensitive toothpaste whitening fresh mint gel formula 6 ounce pack 2 clinically proven sensitivity relief sensitive teeth toothpaste provides sensitivity protection twice daily brushing maximum strength fda allowed anti sensitivity active ingredient whitening toothpaste superior stain removal formula helps restore teeths natural whiteness regular brushing non whitening toothpaste builds increasing protection future sensitivity continued twice daily brushing freshens breath fresh mint gel,"seasonal stock essentials personal care stock stock oral care, colgate, colgate sensitive toothpaste whitening fresh mint gel formula 6 ounce pack 2, colgate sensitive whitening toothpaste provides sensitivity protection twice daily brushing sensitive teeth toothpaste contains potassium nitrate clinically proven soothe nerves exposed dentin regular use provides long lasting sensitivity relief removes surface stains help teeth whiter brighter regular brushing non whitening toothpaste plus colgate sensitive whitening toothpaste helps repair weakened enamel protect teeth cavities provides freshness trust colgate colgate sensitive toothpaste whitening fresh mint gel formula 6 ounce pack 2 clinically proven sensitivity relief sensitive teeth toothpaste provides sensitivity protection twice daily brushing maximum strength fda allowed anti sensitivity active ingredient whitening toothpaste superior stain removal formula helps restore teeths natural whiteness regular brushing non whitening toothpaste builds increasing protection future sensitivity continued twice daily brushing freshens breath fresh mint gel, colgate sensitive toothpaste whitening fresh mint gel formula 6 ounce pack 2 wal mart"
234,0.0,0,household essentials air fresheners spray air fresheners trigger spray trigger spray,eclectic lady,grapefruit sage linen spray double strength 8 ounces,https://i5.walmartimages.com/asr/2a998ce5-0985-41ca-a516-166a34c38a0f_1.73f14ed847eabae4875a7b5b32c16622.jpeg | https://i5.walmartimages.com/asr/5c1cdd46-2064-436c-b496-fa7f0d8c6ee7_1.c6c948e53ea7b9f40a5bafdce0b7dac2.jpeg,spritz linen sprays sheets linens light delicate fragrance grapefruit sage fresh blend ginger orange handmade usa spritz linen sprays sheets linens light delicate fragrance preservative free dye free,"household essentials air fresheners spray air fresheners trigger spray trigger spray, eclectic lady, grapefruit sage linen spray double strength 8 ounces, spritz linen sprays sheets linens light delicate fragrance grapefruit sage fresh blend ginger orange handmade usa spritz linen sprays sheets linens light delicate fragrance preservative free dye free, grapefruit sage linen spray double strength 8 ounces wal mart"
235,2.17,1,beauty makeup face,colors,colors cbl804 honey bun 3d blush contour oz,https://i5.walmartimages.com/asr/fa6ab9ef-df06-48a2-bbb3-8f0d0a0f7ead_1.515a7630f67803e6c88decb94d82c8ed.jpeg | https://i5.walmartimages.com/asr/090a3b18-3e69-474c-8993-fa7524d9781e_1.fee38e3068ed8a23f140074dde69ebdb.jpeg | https://i5.walmartimages.com/asr/1c833012-2ec1-4275-b6da-1ca92c36b73c_1.b53d9e5b2b2e6c5d1b8e49a1a5906c72.jpeg | https://i5.walmartimages.com/asr/30748625-0a2b-4e6d-b306-1a0312b6ac6c_1.6f015d50be9ac875932c7c74c20bf2d0.jpeg,cbl804 honey bun 3d blush,"beauty makeup face, colors, colors cbl804 honey bun 3d blush contour oz, cbl804 honey bun 3d blush, colors cbl804 honey bun 3d blush contour oz wal mart"
236,0.0,0,household essentials air fresheners moisture absorbers damprid damprid,damprid,damprid fgam86lv moisture absorber lavender vanilla,https://i5.walmartimages.com/asr/899f3468-9059-4977-a293-db28fa78df81_1.64be3c0436ab8152a5d27b08cd4c81a4.jpeg,damprid hanging moisture absorber packets designed hang closets enclosed spaces protect items fabrics excess moisture causes damage damprid packets 60 days depending temperature conditions damprid packets eliminate unpleasant musty odor caused moisture leave light pleasurable scent place suggested uses clothes linen closets bathrooms laundry rooms storage closets basements garages boats rvs sku,"household essentials air fresheners moisture absorbers damprid damprid, damprid, damprid fgam86lv moisture absorber lavender vanilla, damprid hanging moisture absorber packets designed hang closets enclosed spaces protect items fabrics excess moisture causes damage damprid packets 60 days depending temperature conditions damprid packets eliminate unpleasant musty odor caused moisture leave light pleasurable scent place suggested uses clothes linen closets bathrooms laundry rooms storage closets basements garages boats rvs sku, damprid fgam86lv moisture absorber lavender vanilla wal mart"
237,0.0,0,premium beauty premium men grooming premium deodorants,hugo boss,hugo boss scent deodorant stick oz,https://i5.walmartimages.com/asr/08dc762a-d888-4acd-8bb5-046bb3a80ea8_1.515e14f918339fb6673814ad611c47fd.jpeg | https://i5.walmartimages.com/asr/9ede341f-79d6-45d2-8254-29edd4657f97_1.f7639f21ac3eb4e8a04d025ca777d5fc.jpeg | https://i5.walmartimages.com/asr/30c09ad8-b375-4814-8f45-bd5fce341dea_1.7e69ddf22ed5465a045f990de45286eb.jpeg,,"premium beauty premium men grooming premium deodorants, hugo boss, hugo boss scent deodorant stick oz, , hugo boss scent deodorant stick oz wal mart"
238,3.8,20,health children health shop children medicine cabinet children allergy,equate,equate childrens daytime nighttime multi symptom cold liquid 4 fl oz 2 count,https://i5.walmartimages.com/asr/415810d4-19b7-4d56-813d-7f7caa047fe5_2.6c90bcda407028cf643e8b20343d44f3.jpeg | https://i5.walmartimages.com/asr/40cc59c0-79a3-4e28-9975-cb3c27fe3a71_2.8018d044ee0871665d509c6ebda072fd.jpeg | https://i5.walmartimages.com/asr/b19c67fd-b1d3-4a41-bfc0-b58d2bb0ccd6_2.8008264d8aab6be5a82adfae700eb75c.jpeg | https://i5.walmartimages.com/asr/b287793f-a228-401a-80f9-aaebc499fc02_2.f68a23c8f397589a6285fc1af3da9588.jpeg | https://i5.walmartimages.com/asr/ee2e7620-574f-4feb-baeb-c7dda569f19b_1.f902cf5606b5f569cd5e46784f5decd2.jpeg | https://i5.walmartimages.com/asr/366d635a-77eb-4394-9a2a-2d2ee50b1fed_1.07d163f48c47600fc0b50ed9202f728a.jpeg | https://i5.walmartimages.com/asr/6993ff7c-ade0-4f1b-b9e2-c42832ffa741_2.8008264d8aab6be5a82adfae700eb75c.jpeg | https://i5.walmartimages.com/asr/0c781cfa-4989-408f-b350-787deb6af6ba_2.fa48d84904c4bb101b8d401ce2b3686c.jpeg | https://i5.walmartimages.com/asr/918124ae-421b-4302-beec-a7e1792240fb_1.7f03ffebc8b681c5055d48afc505ea56.jpeg | https://i5.walmartimages.com/asr/cda7463d-0c2b-4fbd-ba22-872160ba3b42_2.64ca9e9092b457353ab69033a7a365b3.jpeg,childrens daytime berry flavored ages 4 12 years nighttime mixed berry flavored ages 6 12 years multi symptom cold liquid value pack daytime berry flavored ages 4 12 years relieves stuffy nose soothes cough relieves chest congestion thins loosens mucus alcohol free uses helps loosen phlegm mucus thin bronchial secretions drain bronchial tubes coughs productive temporarily relieves cough minor throat bronchial irritation occur cold inhaled irritants intensity coughing impulse cough help child sleep nasal congestion cold stuffy nose drug facts active ingredients 5 ml purpose dextromethorphan hbr 5 mg cough suppressant guaifenesin 100 mg expectorant phenylephrine hcl mg nasal decongestant nighttime mixed berry flavored ages 6 12 years relieves headache fever soothes cough relieves nasal congestion relieves runny nose sneezing uses temporarily relieves common cold flu symptoms cough sore throat nasal congestion runny nose minor aches pains headache sinus congestion pressure sneezing temporarily reduces fever controls cough help child sleep drug facts active ingredients 10 ml purpose acetaminophen 325 mg pain reliever fever reducer diphenhydramine hcl mg antihistamine cough suppressant phenylephrine hcl 5 mg nasal decongestant parents caregivers prepared childs cold hits equate childrens daytime nighttime multi symptom cold liquid day night value pack includes 4fl oz bottles specifically formulated daytime nighttime use daytime formula includes dextromethorphan hbr 5 mg cough suppressant guaifenesin 100 mg expectorant phenylephrine hcl mg nasal decongestant work help loosen phlegm thin mucus drain bronchial tubes coughs productive reduce intensity coughing nighttime formula includes acetaminophen 325 mg pain reliever fever reducer diphenhydramine hcl mg antihistamine cough suppressant phenylephrine hcl 5 mg nasal decongestant temporarily relieve common cold flu symptoms like sore throat nasal congestion runny nose minor aches pains headache sinus congestion pressure sneezing temporarily reducing fever controlling cough help child sleep home equate childrens daytime nighttime multi symptom cold liquid help soothe little ones symptoms clock daytime ages 4 12 years berry flavor relieves stuffy nose soothes cough relieves chest congestion thins loosens mucus alcohol free nighttime ages 6 12 years mixed berry flavor relieves headache fever relieves nasal congestion relieves runny nose sneezing,"health children health shop children medicine cabinet children allergy, equate, equate childrens daytime nighttime multi symptom cold liquid 4 fl oz 2 count, childrens daytime berry flavored ages 4 12 years nighttime mixed berry flavored ages 6 12 years multi symptom cold liquid value pack daytime berry flavored ages 4 12 years relieves stuffy nose soothes cough relieves chest congestion thins loosens mucus alcohol free uses helps loosen phlegm mucus thin bronchial secretions drain bronchial tubes coughs productive temporarily relieves cough minor throat bronchial irritation occur cold inhaled irritants intensity coughing impulse cough help child sleep nasal congestion cold stuffy nose drug facts active ingredients 5 ml purpose dextromethorphan hbr 5 mg cough suppressant guaifenesin 100 mg expectorant phenylephrine hcl mg nasal decongestant nighttime mixed berry flavored ages 6 12 years relieves headache fever soothes cough relieves nasal congestion relieves runny nose sneezing uses temporarily relieves common cold flu symptoms cough sore throat nasal congestion runny nose minor aches pains headache sinus congestion pressure sneezing temporarily reduces fever controls cough help child sleep drug facts active ingredients 10 ml purpose acetaminophen 325 mg pain reliever fever reducer diphenhydramine hcl mg antihistamine cough suppressant phenylephrine hcl 5 mg nasal decongestant parents caregivers prepared childs cold hits equate childrens daytime nighttime multi symptom cold liquid day night value pack includes 4fl oz bottles specifically formulated daytime nighttime use daytime formula includes dextromethorphan hbr 5 mg cough suppressant guaifenesin 100 mg expectorant phenylephrine hcl mg nasal decongestant work help loosen phlegm thin mucus drain bronchial tubes coughs productive reduce intensity coughing nighttime formula includes acetaminophen 325 mg pain reliever fever reducer diphenhydramine hcl mg antihistamine cough suppressant phenylephrine hcl 5 mg nasal decongestant temporarily relieve common cold flu symptoms like sore throat nasal congestion runny nose minor aches pains headache sinus congestion pressure sneezing temporarily reducing fever controlling cough help child sleep home equate childrens daytime nighttime multi symptom cold liquid help soothe little ones symptoms clock daytime ages 4 12 years berry flavor relieves stuffy nose soothes cough relieves chest congestion thins loosens mucus alcohol free nighttime ages 6 12 years mixed berry flavor relieves headache fever relieves nasal congestion relieves runny nose sneezing, equate children daytime nighttime multi symptom cold liquid 4 fl oz 2 count wal mart"
239,0.0,3,beauty makeup nails,orly,orly women nail lacquer 29912 leading lady oz,https://i5.walmartimages.com/asr/8d6bf713-6c51-432f-8d9a-c11b5f5fc1d0_1.e7b1b3fdffb5a19fefdfc4d6c9065a77.jpeg | https://i5.walmartimages.com/asr/3325ebba-b2ea-4327-b7fa-77df5dcdf641_1.776d33bfc21c2d6c02c3e7bf67a90d0a.jpeg,orly lacquer free dbp toluene formaldehyde features award winning gripper cap streak free coverage brush ability fast drying shade formulated uv inhibitors prevent fading yellowing orly women nail lacquer 29912 leading lady oz introduced design house orly fast drying shade formulated uv inhibitors prevent fading yellowing,"beauty makeup nails, orly, orly women nail lacquer 29912 leading lady oz, orly lacquer free dbp toluene formaldehyde features award winning gripper cap streak free coverage brush ability fast drying shade formulated uv inhibitors prevent fading yellowing orly women nail lacquer 29912 leading lady oz introduced design house orly fast drying shade formulated uv inhibitors prevent fading yellowing, orly women nail lacquer 29912 leading lady oz wal mart"
240,1.5,13,beauty makeup tools accessories,alltopbargains,2 pc scissor style eyebrow tweezers set hair removal eye brow pluck makeup tools,https://i5.walmartimages.com/asr/1d3b5beb-afb0-4ffa-8ce7-0e8bf5e56e7c_1.b5c67c7a7262061620b40cb5bc68f8dc.jpeg | https://i5.walmartimages.com/asr/57cafd7b-655e-48ee-b6c4-3fe66f4a92cd_1.ed5c96d4a1467d509fcd6cf56cca7fc3.jpeg | https://i5.walmartimages.com/asr/39d0024d-63bf-4e35-85d2-dc1b45291bc0_1.5202ead191ce58dd26aae37eaa2f5f3d.jpeg,2 pc scissor style eyebrow tweezers set hair removal eye brow pluck makeup tools perfect professional home use 2 piece tweezers set features convenient scissor style design approximate measurements long wide tip surfaces diameter finger openings comes packaged 2 pc blister pc scissor style eyebrow tweezers set hair removal eye brow pluck makeup tools,"beauty makeup tools accessories, alltopbargains, 2 pc scissor style eyebrow tweezers set hair removal eye brow pluck makeup tools, 2 pc scissor style eyebrow tweezers set hair removal eye brow pluck makeup tools perfect professional home use 2 piece tweezers set features convenient scissor style design approximate measurements long wide tip surfaces diameter finger openings comes packaged 2 pc blister pc scissor style eyebrow tweezers set hair removal eye brow pluck makeup tools, 2 pc scissor style eyebrow tweezers set hair removal eye brow pluck makeup tools wal mart"
